timestamp,Power Demand (MW)
2018-12-31 23:00:00+00:00,8.578187785487735
2019-01-01 00:00:00+00:00,7.503500205439875
2019-01-01 01:00:00+00:00,7.722751983750442
2019-01-01 02:00:00+00:00,8.193392145452707
2019-01-01 03:00:00+00:00,8.508830631701356
2019-01-01 04:00:00+00:00,8.971322778380701
2019-01-01 05:00:00+00:00,9.404944514696595
2019-01-01 06:00:00+00:00,9.571683114119812
2019-01-01 07:00:00+00:00,9.528329578996086
2019-01-01 08:00:00+00:00,9.124824600321965
2019-01-01 09:00:00+00:00,8.539888134319234
2019-01-01 10:00:00+00:00,8.157661464009738
2019-01-01 11:00:00+00:00,7.997891573730124
2019-01-01 12:00:00+00:00,8.015720844026765
2019-01-01 13:00:00+00:00,8.232398656894949
2019-01-01 14:00:00+00:00,8.712954442892572
2019-01-01 15:00:00+00:00,9.503280585161042
2019-01-01 16:00:00+00:00,10.172772756900963
2019-01-01 17:00:00+00:00,10.79454132076699
2019-01-01 18:00:00+00:00,11.058602351407883
2019-01-01 19:00:00+00:00,10.770495721709489
2019-01-01 20:00:00+00:00,10.277658915063748
2019-01-01 21:00:00+00:00,9.532906372961335
2019-01-01 22:00:00+00:00,9.0701535187236
2019-01-01 23:00:00+00:00,8.399993931978548
2019-01-02 00:00:00+00:00,7.912160476762825
2019-01-02 01:00:00+00:00,7.994425903698884
2019-01-02 02:00:00+00:00,8.277464029782113
2019-01-02 03:00:00+00:00,8.860802803916183
2019-01-02 04:00:00+00:00,9.489391182821866
2019-01-02 05:00:00+00:00,9.70353899721993
2019-01-02 06:00:00+00:00,10.026338380386417
2019-01-02 07:00:00+00:00,9.855997797442612
2019-01-02 08:00:00+00:00,9.413141855770041
2019-01-02 09:00:00+00:00,8.909089817432873
2019-01-02 10:00:00+00:00,8.488570218937149
2019-01-02 11:00:00+00:00,8.255458459408297
2019-01-02 12:00:00+00:00,8.366570157502803
2019-01-02 13:00:00+00:00,8.707421571970768
2019-01-02 14:00:00+00:00,9.246527356473209
2019-01-02 15:00:00+00:00,10.06953025080773
2019-01-02 16:00:00+00:00,10.666283584127536
2019-01-02 17:00:00+00:00,11.04022315351419
2019-01-02 18:00:00+00:00,11.362549801560192
2019-01-02 19:00:00+00:00,11.220751956023397
2019-01-02 20:00:00+00:00,10.796757321751816
2019-01-02 21:00:00+00:00,9.953622441802144
2019-01-02 22:00:00+00:00,9.361937227095366
2019-01-02 23:00:00+00:00,8.689472211507171
2019-01-03 00:00:00+00:00,8.223836712652355
2019-01-03 01:00:00+00:00,8.370806140358455
2019-01-03 02:00:00+00:00,8.870124327900282
2019-01-03 03:00:00+00:00,9.082332164748557
2019-01-03 04:00:00+00:00,9.72591036850754
2019-01-03 05:00:00+00:00,10.295792841500244
2019-01-03 06:00:00+00:00,10.438174496569886
2019-01-03 07:00:00+00:00,10.58001388041867
2019-01-03 08:00:00+00:00,9.817324219491335
2019-01-03 09:00:00+00:00,9.381617641411145
2019-01-03 10:00:00+00:00,8.93832730812993
2019-01-03 11:00:00+00:00,8.601154522648685
2019-01-03 12:00:00+00:00,8.728127596684336
2019-01-03 13:00:00+00:00,9.137520048590387
2019-01-03 14:00:00+00:00,9.72234527433038
2019-01-03 15:00:00+00:00,10.629230811022122
2019-01-03 16:00:00+00:00,11.12452515936614
2019-01-03 17:00:00+00:00,11.555912672995104
2019-01-03 18:00:00+00:00,11.839467321246836
2019-01-03 19:00:00+00:00,11.570596284917057
2019-01-03 20:00:00+00:00,11.100851924615089
2019-01-03 21:00:00+00:00,10.373688677378665
2019-01-03 22:00:00+00:00,9.7876136210085
2019-01-03 23:00:00+00:00,9.182377992157098
2019-01-04 00:00:00+00:00,7.746043829147425
2019-01-04 01:00:00+00:00,7.661814979997377
2019-01-04 02:00:00+00:00,8.060628772604689
2019-01-04 03:00:00+00:00,8.367800247899751
2019-01-04 04:00:00+00:00,9.027395536957215
2019-01-04 05:00:00+00:00,9.38414634958395
2019-01-04 06:00:00+00:00,9.64541799857979
2019-01-04 07:00:00+00:00,9.580046811636564
2019-01-04 08:00:00+00:00,9.079552817915456
2019-01-04 09:00:00+00:00,8.551034115573946
2019-01-04 10:00:00+00:00,8.265341339978411
2019-01-04 11:00:00+00:00,7.860140305334712
2019-01-04 12:00:00+00:00,8.1342370796577
2019-01-04 13:00:00+00:00,8.35107320871403
2019-01-04 14:00:00+00:00,8.83447983053034
2019-01-04 15:00:00+00:00,9.691605315726658
2019-01-04 16:00:00+00:00,10.286992866792225
2019-01-04 17:00:00+00:00,10.59731244411748
2019-01-04 18:00:00+00:00,10.833321360691853
2019-01-04 19:00:00+00:00,10.908098357258309
2019-01-04 20:00:00+00:00,10.48647921324164
2019-01-04 21:00:00+00:00,9.608464649481895
2019-01-04 22:00:00+00:00,8.882983636649687
2019-01-04 23:00:00+00:00,8.947804963252958
2019-01-05 00:00:00+00:00,7.99172084729326
2019-01-05 01:00:00+00:00,8.237114833380701
2019-01-05 02:00:00+00:00,8.460871654587606
2019-01-05 03:00:00+00:00,9.115562075933381
2019-01-05 04:00:00+00:00,9.56668370893527
2019-01-05 05:00:00+00:00,10.060943168799083
2019-01-05 06:00:00+00:00,10.350658890515469
2019-01-05 07:00:00+00:00,10.051131175170504
2019-01-05 08:00:00+00:00,9.75217118062597
2019-01-05 09:00:00+00:00,9.13000533320177
2019-01-05 10:00:00+00:00,8.98453213896615
2019-01-05 11:00:00+00:00,8.60014209914296
2019-01-05 12:00:00+00:00,8.586662700899456
2019-01-05 13:00:00+00:00,8.79677432916121
2019-01-05 14:00:00+00:00,9.524374922231935
2019-01-05 15:00:00+00:00,10.216882705428715
2019-01-05 16:00:00+00:00,10.91738772042596
2019-01-05 17:00:00+00:00,11.419984800291829
2019-01-05 18:00:00+00:00,11.64583194506794
2019-01-05 19:00:00+00:00,11.573242915340463
2019-01-05 20:00:00+00:00,10.870408827935254
2019-01-05 21:00:00+00:00,10.426144387921982
2019-01-05 22:00:00+00:00,9.770839096683387
2019-01-05 23:00:00+00:00,8.959285478755884
2019-01-06 00:00:00+00:00,8.686524694121891
2019-01-06 01:00:00+00:00,8.862718935948976
2019-01-06 02:00:00+00:00,9.207320011341633
2019-01-06 03:00:00+00:00,9.857590042799105
2019-01-06 04:00:00+00:00,10.481369102053602
2019-01-06 05:00:00+00:00,10.894530431138051
2019-01-06 06:00:00+00:00,11.079641191384528
2019-01-06 07:00:00+00:00,11.05200479040436
2019-01-06 08:00:00+00:00,10.602154279898947
2019-01-06 09:00:00+00:00,10.227957125422307
2019-01-06 10:00:00+00:00,9.612368723866762
2019-01-06 11:00:00+00:00,9.35786310829678
2019-01-06 12:00:00+00:00,9.289284550700396
2019-01-06 13:00:00+00:00,9.775998750016202
2019-01-06 14:00:00+00:00,10.412658095575113
2019-01-06 15:00:00+00:00,11.18742861115749
2019-01-06 16:00:00+00:00,11.912324486374628
2019-01-06 17:00:00+00:00,12.55333243090842
2019-01-06 18:00:00+00:00,12.857928287613866
2019-01-06 19:00:00+00:00,12.581955964670787
2019-01-06 20:00:00+00:00,12.082399259215121
2019-01-06 21:00:00+00:00,11.396035292724193
2019-01-06 22:00:00+00:00,10.632709081871688
2019-01-06 23:00:00+00:00,9.258021567438423
2019-01-07 00:00:00+00:00,7.916575108642772
2019-01-07 01:00:00+00:00,8.081297260818072
2019-01-07 02:00:00+00:00,8.424631363320854
2019-01-07 03:00:00+00:00,8.765609782293039
2019-01-07 04:00:00+00:00,9.417078427277444
2019-01-07 05:00:00+00:00,9.837742085296174
2019-01-07 06:00:00+00:00,10.121832141776627
2019-01-07 07:00:00+00:00,9.913150375571048
2019-01-07 08:00:00+00:00,9.607342864265568
2019-01-07 09:00:00+00:00,9.030028446803582
2019-01-07 10:00:00+00:00,8.692869897729777
2019-01-07 11:00:00+00:00,8.345166898824314
2019-01-07 12:00:00+00:00,8.477834455442588
2019-01-07 13:00:00+00:00,8.776949854294987
2019-01-07 14:00:00+00:00,9.218156325682228
2019-01-07 15:00:00+00:00,10.139111017537129
2019-01-07 16:00:00+00:00,10.890909590165993
2019-01-07 17:00:00+00:00,11.144955180366345
2019-01-07 18:00:00+00:00,11.477591157731865
2019-01-07 19:00:00+00:00,11.385642121698925
2019-01-07 20:00:00+00:00,10.90704274907418
2019-01-07 21:00:00+00:00,10.262275548933143
2019-01-07 22:00:00+00:00,9.586318601046107
2019-01-07 23:00:00+00:00,8.794519329879853
2019-01-08 00:00:00+00:00,7.487104853276183
2019-01-08 01:00:00+00:00,7.691272046782057
2019-01-08 02:00:00+00:00,8.053131959952568
2019-01-08 03:00:00+00:00,8.413512218057758
2019-01-08 04:00:00+00:00,8.949550010826597
2019-01-08 05:00:00+00:00,9.169335222307298
2019-01-08 06:00:00+00:00,9.567679373663006
2019-01-08 07:00:00+00:00,9.426497272358494
2019-01-08 08:00:00+00:00,8.970906033309738
2019-01-08 09:00:00+00:00,8.594867441892687
2019-01-08 10:00:00+00:00,8.032428611062421
2019-01-08 11:00:00+00:00,7.968040974096422
2019-01-08 12:00:00+00:00,7.868755820430724
2019-01-08 13:00:00+00:00,7.994916445099559
2019-01-08 14:00:00+00:00,8.62449716939317
2019-01-08 15:00:00+00:00,9.434312182819742
2019-01-08 16:00:00+00:00,10.126181336801457
2019-01-08 17:00:00+00:00,10.767983171809002
2019-01-08 18:00:00+00:00,10.688835221062966
2019-01-08 19:00:00+00:00,10.737333022160314
2019-01-08 20:00:00+00:00,10.168283362892648
2019-01-08 21:00:00+00:00,9.584075930151261
2019-01-08 22:00:00+00:00,8.795693169693791
2019-01-08 23:00:00+00:00,8.312148064646422
2019-01-09 00:00:00+00:00,7.815238612346429
2019-01-09 01:00:00+00:00,7.994476573954249
2019-01-09 02:00:00+00:00,8.509867902299472
2019-01-09 03:00:00+00:00,8.932495743845191
2019-01-09 04:00:00+00:00,9.333699035078217
2019-01-09 05:00:00+00:00,9.960837404625392
2019-01-09 06:00:00+00:00,9.911542960656497
2019-01-09 07:00:00+00:00,9.809255317792848
2019-01-09 08:00:00+00:00,9.488303508510375
2019-01-09 09:00:00+00:00,8.85434767059924
2019-01-09 10:00:00+00:00,8.642362413636125
2019-01-09 11:00:00+00:00,8.355047984666326
2019-01-09 12:00:00+00:00,8.369775825916284
2019-01-09 13:00:00+00:00,8.745181846572072
2019-01-09 14:00:00+00:00,9.227690715281112
2019-01-09 15:00:00+00:00,10.053800399426276
2019-01-09 16:00:00+00:00,10.554624147838165
2019-01-09 17:00:00+00:00,11.234718000973679
2019-01-09 18:00:00+00:00,11.426582727960149
2019-01-09 19:00:00+00:00,11.098859011009509
2019-01-09 20:00:00+00:00,10.857713488746512
2019-01-09 21:00:00+00:00,10.13883674293358
2019-01-09 22:00:00+00:00,9.311002071475242
2019-01-09 23:00:00+00:00,8.88279506985362
2019-01-10 00:00:00+00:00,7.498826450519591
2019-01-10 01:00:00+00:00,7.6911702309860805
2019-01-10 02:00:00+00:00,7.7911599789774755
2019-01-10 03:00:00+00:00,8.285610432406633
2019-01-10 04:00:00+00:00,8.86483008589627
2019-01-10 05:00:00+00:00,9.39771405532277
2019-01-10 06:00:00+00:00,9.678725711218497
2019-01-10 07:00:00+00:00,9.493395424814773
2019-01-10 08:00:00+00:00,9.077095595603488
2019-01-10 09:00:00+00:00,8.514438862270856
2019-01-10 10:00:00+00:00,8.063499929386404
2019-01-10 11:00:00+00:00,7.780466224708346
2019-01-10 12:00:00+00:00,7.928035931006891
2019-01-10 13:00:00+00:00,8.07501318097634
2019-01-10 14:00:00+00:00,8.831842745317626
2019-01-10 15:00:00+00:00,9.486547266991243
2019-01-10 16:00:00+00:00,10.087618395362483
2019-01-10 17:00:00+00:00,10.6110219322395
2019-01-10 18:00:00+00:00,10.678371841827342
2019-01-10 19:00:00+00:00,10.834349567590285
2019-01-10 20:00:00+00:00,10.05037722699291
2019-01-10 21:00:00+00:00,9.414772849807807
2019-01-10 22:00:00+00:00,9.035744839333733
2019-01-10 23:00:00+00:00,8.354910647583598
2019-01-11 00:00:00+00:00,7.450397825682305
2019-01-11 01:00:00+00:00,7.740294732825356
2019-01-11 02:00:00+00:00,8.099331149730862
2019-01-11 03:00:00+00:00,8.466075868275007
2019-01-11 04:00:00+00:00,8.904140749939716
2019-01-11 05:00:00+00:00,9.387450448439395
2019-01-11 06:00:00+00:00,9.517719982163245
2019-01-11 07:00:00+00:00,9.438745786720977
2019-01-11 08:00:00+00:00,9.071241484649972
2019-01-11 09:00:00+00:00,8.51009817017099
2019-01-11 10:00:00+00:00,8.120969807075273
2019-01-11 11:00:00+00:00,7.912755839067741
2019-01-11 12:00:00+00:00,8.068659213372046
2019-01-11 13:00:00+00:00,8.335374952517764
2019-01-11 14:00:00+00:00,8.690221005200307
2019-01-11 15:00:00+00:00,9.482556295929554
2019-01-11 16:00:00+00:00,10.112255076220649
2019-01-11 17:00:00+00:00,10.52898097646118
2019-01-11 18:00:00+00:00,10.778209203844883
2019-01-11 19:00:00+00:00,10.645375692439313
2019-01-11 20:00:00+00:00,10.304357259427952
2019-01-11 21:00:00+00:00,9.53730609180936
2019-01-11 22:00:00+00:00,8.85146938858536
2019-01-11 23:00:00+00:00,8.929442349266779
2019-01-12 00:00:00+00:00,8.280778236836932
2019-01-12 01:00:00+00:00,8.619091786804407
2019-01-12 02:00:00+00:00,8.794687606306802
2019-01-12 03:00:00+00:00,9.242897407065696
2019-01-12 04:00:00+00:00,9.88042112678932
2019-01-12 05:00:00+00:00,10.310038842076924
2019-01-12 06:00:00+00:00,10.572058302732472
2019-01-12 07:00:00+00:00,10.357325648572171
2019-01-12 08:00:00+00:00,9.97173102520389
2019-01-12 09:00:00+00:00,9.37847269562959
2019-01-12 10:00:00+00:00,8.941309863139638
2019-01-12 11:00:00+00:00,8.801740259273883
2019-01-12 12:00:00+00:00,8.929280794852998
2019-01-12 13:00:00+00:00,9.32174221057375
2019-01-12 14:00:00+00:00,9.848991652232591
2019-01-12 15:00:00+00:00,10.57853349426297
2019-01-12 16:00:00+00:00,11.255615708766562
2019-01-12 17:00:00+00:00,11.858042514301033
2019-01-12 18:00:00+00:00,12.0527779088594
2019-01-12 19:00:00+00:00,11.89198061067691
2019-01-12 20:00:00+00:00,11.212229087870746
2019-01-12 21:00:00+00:00,10.555775893918941
2019-01-12 22:00:00+00:00,9.869594100981608
2019-01-12 23:00:00+00:00,9.325855096986848
2019-01-13 00:00:00+00:00,7.431809151921866
2019-01-13 01:00:00+00:00,7.567832135460009
2019-01-13 02:00:00+00:00,7.9460743172302815
2019-01-13 03:00:00+00:00,8.372720993787334
2019-01-13 04:00:00+00:00,8.646658086171556
2019-01-13 05:00:00+00:00,9.13723030764892
2019-01-13 06:00:00+00:00,9.452224844846048
2019-01-13 07:00:00+00:00,9.27690765896407
2019-01-13 08:00:00+00:00,8.92231632531814
2019-01-13 09:00:00+00:00,8.453797895970723
2019-01-13 10:00:00+00:00,8.166351828646214
2019-01-13 11:00:00+00:00,7.944044460625226
2019-01-13 12:00:00+00:00,7.972240016361865
2019-01-13 13:00:00+00:00,8.118666933505448
2019-01-13 14:00:00+00:00,8.705487986833836
2019-01-13 15:00:00+00:00,9.2894507861502
